,5,8,9,10,11,11,12,12,13,16,19,19,34,36,47,49,49,50,53,59,61,62,64,65,67,69,70,72,72,76,89,101,102,104,104,105,142,147,147,148,150,153,154,155,157,172,173,176,178,179,180,183,184,185,186,187,199,202,208,208
76,1388.0,899.9,963.5,784.9,800.2,800.2,855.5,855.5,661.6,3282.8,3125.0,3125.0,1489.7,1345.8,1535.6,1318.8,1318.8,1175.2,1349.9,932.0,1227.9,938.8,890.0,811.7,827.2,795.4,795.1,235.9,235.9,0.0,732.2,1087.0,949.9,953.1,953.1,919.5,1029.1,1145.6,1145.6,1055.3,883.7,903.8,810.8,794.4,1283.2,779.4,1025.3,1551.4,123.1,514.0,799.4,855.0,1091.3,1174.5,1327.6,945.3,1161.3,3185.6,620.3,620.3
89,655.7,341.0,231.2,242.1,257.3,257.3,312.6,312.6,319.0,3929.4,3817.3,3817.3,757.4,613.6,803.3,586.6,586.6,443.0,617.7,199.7,486.5,206.5,347.4,268.9,312.0,368.5,344.1,673.3,673.3,732.6,0.0,556.1,317.0,320.2,320.2,321.4,296.8,412.8,412.8,323.0,151.5,361.1,328.4,344.8,550.9,468.4,293.0,819.2,753.3,563.8,769.6,312.1,359.0,442.2,595.4,236.1,429.1,3877.9,487.8,487.8
101,301.8,229.9,223.3,545.3,530.0,530.0,707.7,707.7,714.1,4549.3,4392.6,4392.6,403.4,258.9,448.6,231.9,231.9,270.0,499.5,553.1,602.9,559.9,635.1,664.0,697.8,754.3,729.9,1646.2,1646.2,1853.5,395.1,0.0,205.9,209.1,209.1,210.3,650.2,379.2,379.2,443.4,504.9,621.3,714.2,730.6,196.2,863.5,646.4,1172.6,1792.8,1495.5,850.2,707.2,471.1,331.1,240.7,579.7,74.4,4447.7,1162.7,1162.7
102,466.1,50.1,144.8,466.8,451.5,451.5,629.2,629.2,537.5,4149.5,3992.7,3992.7,567.8,413.2,602.9,435.2,435.2,253.4,428.1,474.6,529.5,481.4,563.7,585.5,626.5,683.0,658.6,845.8,845.8,1454.2,316.6,142.3,0.0,3.2,3.2,30.4,571.7,307.9,307.9,296.4,426.4,549.9,642.9,659.3,361.3,785.0,567.9,1094.1,925.8,1096.1,482.5,628.7,399.8,252.7,394.9,508.4,239.5,4050.2,763.1,763.1
104,469.3,53.2,147.9,469.9,454.7,454.7,632.4,632.4,540.6,4152.6,3995.9,3995.9,571.0,416.3,606.1,438.3,438.3,256.5,431.3,477.8,532.6,484.6,566.9,588.6,629.7,686.2,661.8,849.0,849.0,1457.3,319.8,139.2,3.2,0.0,0.0,33.6,574.9,311.0,311.0,299.6,429.6,553.1,646.0,662.4,364.5,788.2,571.1,1097.3,928.9,1099.3,485.7,631.9,403.0,255.8,398.1,511.6,242.7,4053.4,766.3,766.3
104,469.3,53.2,147.9,469.9,454.7,454.7,632.4,632.4,540.6,4152.6,3995.9,3995.9,571.0,416.3,606.1,438.3,438.3,256.5,431.3,477.8,532.6,484.6,566.9,588.6,629.7,686.2,661.8,849.0,849.0,1457.3,319.8,139.2,3.2,0.0,0.0,33.6,574.9,311.0,311.0,299.6,429.6,553.1,646.0,662.4,364.5,788.2,571.1,1097.3,928.9,1099.3,485.7,631.9,403.0,255.8,398.1,511.6,242.7,4053.4,766.3,766.3
105,470.5,19.6,149.2,471.2,455.9,455.9,633.6,633.6,507.1,4119.0,3962.3,3962.3,572.2,417.6,607.3,439.6,439.6,257.8,432.5,479.0,533.9,485.8,568.1,589.9,630.9,687.4,663.0,815.4,815.4,1423.7,321.0,236.1,30.4,33.6,33.6,0.0,576.1,312.2,312.2,300.8,430.8,554.3,647.3,663.7,365.7,789.4,572.3,1098.5,895.3,1065.7,452.1,633.1,404.2,257.0,399.3,512.8,243.9,4019.8,732.7,732.7
142,627.4,595.7,485.9,244.6,229.3,229.3,203.0,203.0,615.5,4249.1,4092.4,4092.4,525.7,440.1,498.8,472.6,472.6,451.3,319.7,152.5,189.6,90.3,139.6,218.1,202.4,258.8,234.4,928.0,928.0,1131.5,296.4,810.8,571.7,574.9,574.9,576.1,0.0,260.9,260.9,274.0,145.2,125.8,218.7,235.1,762.6,359.7,36.8,522.4,1008.0,818.5,1024.3,202.4,227.4,372.7,432.3,84.2,683.8,4105.7,742.5,742.5
147,307.7,332.2,325.5,360.9,345.6,345.6,319.3,319.3,816.4,4431.6,4274.8,4274.8,344.5,189.6,379.3,211.6,211.6,133.9,204.6,268.8,223.3,206.6,255.9,334.4,318.6,375.1,350.7,1127.9,1127.9,1736.3,497.3,548.6,308.1,311.3,311.3,312.5,261.2,0.0,0.0,160.3,261.5,242.1,335.0,351.4,443.0,476.0,257.5,783.6,1207.9,934.8,764.6,318.7,91.9,55.2,171.4,200.5,533.8,4332.3,828.5,828.5
147,307.7,332.2,325.5,360.9,345.6,345.6,319.3,319.3,816.4,4431.6,4274.8,4274.8,344.5,189.6,379.3,211.6,211.6,133.9,204.6,268.8,223.3,206.6,255.9,334.4,318.6,375.1,350.7,1127.9,1127.9,1736.3,497.3,548.6,308.1,311.3,311.3,312.5,261.2,0.0,0.0,160.3,261.5,242.1,335.0,351.4,443.0,476.0,257.5,783.6,1207.9,934.8,764.6,318.7,91.9,55.2,171.4,200.5,533.8,4332.3,828.5,828.5
148,467.9,320.6,279.3,269.8,254.5,254.5,433.0,433.0,641.9,4420.0,4096.4,4096.4,504.6,349.8,539.5,371.8,371.8,122.3,297.1,177.2,236.2,284.4,432.7,389.2,432.3,488.8,464.4,952.3,952.3,1055.4,322.8,537.1,296.6,299.8,299.8,301.0,374.7,160.2,160.2,0.0,229.4,418.9,448.7,465.1,603.1,791.2,370.9,797.6,1032.3,844.9,753.1,432.4,104.9,121.6,331.6,377.3,408.7,4157.0,737.1,737.1
150,569.1,450.5,340.7,99.4,84.1,84.1,262.6,262.6,470.2,4084.6,3926.8,3926.8,671.0,450.9,640.7,472.9,472.9,395.2,465.0,48.2,335.0,55.0,140.0,218.8,202.7,259.2,234.8,782.8,782.8,986.3,151.2,665.6,426.5,429.7,429.7,430.9,145.3,261.3,261.3,274.4,0.0,126.2,219.1,235.5,704.3,360.1,141.5,667.7,862.8,673.3,879.1,262.0,206.0,316.5,432.7,84.6,538.6,3987.4,597.3,597.3
153,549.5,574.0,466.8,225.5,210.2,210.2,77.2,77.2,491.3,4103.4,4052.8,4052.8,586.3,431.4,621.1,453.4,453.4,375.7,446.4,133.3,317.8,71.2,13.8,92.3,76.6,133.0,108.6,908.9,908.9,903.7,277.3,791.7,549.9,553.1,553.1,554.3,125.8,241.8,241.8,254.9,126.1,0.0,92.9,109.3,684.7,233.9,122.0,648.2,988.8,799.4,1005.1,76.6,186.5,297.0,413.2,41.6,664.7,4113.5,723.4,723.4
154,642.5,666.9,559.2,178.9,194.2,194.2,44.4,44.4,458.5,4010.5,3853.8,3853.8,679.2,524.4,714.1,546.4,546.4,468.6,539.3,226.3,410.8,164.1,79.2,59.5,16.4,40.1,15.7,766.9,766.9,810.7,370.2,884.6,642.9,646.0,646.0,647.3,218.7,334.7,334.7,347.8,219.0,92.9,0.0,16.4,777.7,141.0,215.0,741.1,846.9,714.0,1100.3,43.9,279.4,389.9,506.1,134.5,757.1,3971.5,816.3,816.3
155,658.9,683.3,575.6,195.3,210.6,210.6,60.8,60.8,474.9,3994.1,3837.4,3837.4,695.6,540.7,730.5,562.7,562.7,485.0,555.7,242.7,427.2,180.5,95.5,75.9,32.8,23.7,0.7,783.3,783.3,794.3,386.6,901.0,659.3,662.4,662.4,663.7,235.1,351.1,351.1,364.2,235.4,109.3,16.4,0.0,794.1,124.6,231.3,757.5,772.4,730.4,1116.7,60.3,295.8,406.3,522.5,150.9,773.5,3892.5,832.7,832.7
157,134.8,611.3,378.7,599.3,584.0,584.0,761.9,761.9,870.6,4483.9,4327.1,4327.1,236.5,318.5,512.2,271.3,271.3,329.7,562.9,708.6,666.4,715.4,698.5,819.4,761.3,817.8,793.4,1580.7,1580.7,1788.1,550.5,256.5,334.9,331.8,331.8,631.0,703.9,442.7,442.7,498.6,660.3,684.7,777.7,794.1,0.0,1019.0,700.1,1227.8,1727.4,1430.0,784.8,761.4,534.6,387.4,300.3,643.2,120.9,4382.3,1097.3,1097.3
172,910.4,932.6,826.1,446.3,569.5,569.5,282.9,282.9,725.9,4055.9,3899.2,3899.2,808.7,723.1,781.8,812.1,812.1,734.4,602.7,492.6,472.7,430.5,346.5,326.9,311.2,367.7,343.3,1034.3,1034.3,797.9,636.6,1151.0,908.6,911.8,911.8,913.0,340.2,684.8,684.8,615.2,485.4,466.0,327.5,343.9,1045.6,0.0,376.9,805.4,776.0,981.4,1364.4,283.5,510.4,655.7,741.3,424.4,1136.5,3912.6,1082.7,1082.7
173,564.9,592.0,482.2,240.8,225.6,225.6,199.2,199.2,611.7,4285.9,4129.1,4129.1,562.4,446.8,535.6,468.8,468.8,391.0,356.5,148.7,226.4,86.5,135.8,214.3,198.6,255.1,230.7,924.2,924.2,1127.8,292.6,807.0,567.9,571.1,571.1,572.3,36.8,257.2,257.2,270.2,141.4,122.0,215.0,231.3,700.1,356.0,0.0,559.2,1004.2,814.8,1020.5,198.7,201.9,312.4,428.5,80.5,680.0,4128.8,738.7,738.7
176,1796.8,1819.1,1712.5,1332.7,1455.9,1455.9,1169.3,1169.3,1612.3,4059.9,3903.1,3903.1,1695.1,1609.5,1668.2,1698.5,1698.5,1620.8,1489.1,1379.1,1359.1,1316.9,1232.9,1213.3,1197.6,1254.1,1229.7,1705.8,1705.8,1554.4,1523.0,2037.4,1795.0,1798.2,1798.2,1799.4,1226.6,1571.2,1571.2,1501.6,1371.8,1352.4,1213.9,1230.3,1932.0,1134.8,1263.3,0.0,1593.0,1867.8,2269.3,1169.9,1396.8,1542.1,1627.8,1310.8,2022.9,3880.0,1969.1,1969.1
178,1365.7,876.2,1002.2,823.6,838.9,838.9,831.6,831.6,388.7,3223.8,3065.0,3065.0,1467.4,1384.6,1574.3,1357.5,1357.5,1153.6,1328.3,853.7,1266.6,918.2,928.7,787.8,865.9,834.2,833.8,112.8,112.8,123.6,771.0,1125.7,926.3,929.4,929.4,895.8,1008.5,1124.5,1124.5,1094.0,863.2,942.5,849.5,833.2,1260.9,818.1,1004.7,1530.9,0.0,290.0,676.3,831.1,1130.0,1152.9,1366.3,984.0,1200.0,3122.3,394.6,394.6
179,1278.1,742.8,805.4,627.7,642.9,642.9,698.3,698.3,255.3,3410.3,3252.3,3252.3,1379.8,1188.0,1377.7,1161.0,1161.0,1017.1,1191.8,720.4,1064.0,728.3,733.0,654.5,697.6,754.1,729.7,208.8,208.8,514.0,574.1,929.1,792.9,796.1,796.1,762.5,818.5,988.5,988.5,897.2,673.2,746.8,714.0,730.4,1173.3,854.0,814.8,1340.9,289.5,0.0,543.0,697.7,933.2,1016.4,1169.8,788.3,1003.2,3312.9,105.5,105.5
180,889.6,432.4,728.2,1014.0,904.1,904.1,1084.6,1084.6,641.7,3899.5,3742.8,3742.8,991.2,878.5,1068.2,891.7,891.7,709.9,884.6,927.2,986.0,934.0,1119.3,1040.8,1083.9,1140.4,1116.0,595.9,595.9,799.4,773.1,619.5,482.5,485.7,485.7,452.1,1024.3,764.3,764.3,820.0,879.0,1005.1,1100.3,1116.7,784.8,1240.1,1020.5,1546.7,675.8,486.4,0.0,1084.0,856.0,709.1,860.2,963.6,696.0,3798.7,380.7,380.7
183,626.3,652.9,543.0,162.8,178.0,178.0,0.6,0.6,442.3,4052.7,3894.7,3894.7,702.3,508.2,675.5,530.2,530.2,452.4,496.3,154.5,366.3,147.9,63.0,43.3,27.6,84.1,59.7,750.7,750.7,1156.5,311.8,867.7,628.8,632.0,632.0,633.2,233.8,318.6,318.6,331.6,202.8,76.8,44.0,60.4,761.5,185.0,270.6,699.0,830.7,697.8,1084.1,0.0,263.3,373.8,489.9,118.3,740.9,3955.3,803.3,803.3
184,399.5,423.9,315.2,305.7,290.4,290.4,263.8,263.8,677.8,4290.1,4132.3,4132.3,467.4,281.4,471.1,303.4,303.4,225.6,261.4,213.3,131.3,151.1,200.4,278.9,263.2,319.7,295.3,988.3,988.3,1091.4,358.7,640.9,399.9,403.1,403.1,404.3,205.7,91.8,91.8,104.8,206.0,186.6,279.5,295.9,534.7,420.5,202.0,728.1,1068.2,880.9,856.1,263.2,0.0,147.0,263.1,145.0,513.1,4192.9,773.1,773.1
